analysis_death_index,raw_death_index,raw_death_time,time_since_burnin,x,y,in_T_zone
726,1226,21.1590104643,12.0032499752,2.7389326492,0.5860205373,0
727,1227,21.1609444300,12.0051839409,2.9054694831,5.0077489579,1
728,1228,21.1781989472,12.0224384581,1.4890535315,8.4981344097,0
729,1229,21.2009482813,12.0451877922,4.8726037712,3.6670502643,1
730,1230,21.2291197495,12.0733592603,5.5704307824,2.8771842838,1
731,1231,21.2361386400,12.0803781509,4.8163796440,9.4382093593,1
732,1232,21.2558175149,12.1000570258,0.4322566106,3.0012980567,0
733,1233,21.2679429753,12.1121824862,9.2647315951,0.7741325465,0
734,1234,21.2680915801,12.1123310910,1.8803805815,6.6435365287,1
735,1235,21.2811305776,12.1253700885,1.2210170884,5.2466511691,1
736,1236,21.2819810385,12.1262205493,8.9692393872,0.1478895012,0
737,1237,21.2966444573,12.1408839682,8.1902050985,0.5961158851,0
738,1238,21.2970835269,12.1413230378,5.9025366407,7.4191937169,1
739,1239,21.3290586099,12.1732981208,0.8490539452,6.1274778608,1
740,1240,21.3538797778,12.1981192886,7.9804929714,2.6223118035,0
741,1241,21.3797146642,12.2239541751,9.7383304222,0.1222084318,0
742,1242,21.3904279746,12.2346674854,5.8635496061,8.2137983419,1
743,1243,21.3982266046,12.2424661155,4.9653227205,9.7331203819,1
744,1244,21.4179425494,12.2621820603,6.0646293518,9.9570733059,1
745,1245,21.4573674706,12.3016069815,3.2357337177,1.1814112612,0
746,1246,21.4913944820,12.3356339929,7.9477333688,0.3232955541,0
747,1247,21.5062555440,12.3504950548,3.8139114445,1.2275742040,1
748,1248,21.5121811077,12.3564206186,7.0670647031,5.4797505094,0
749,1249,21.5211473667,12.3653868776,7.3838994826,3.6792132866,0
750,1250,21.5244199377,12.3686594485,3.0233524675,4.6183336961,1
751,1251,21.5414446181,12.3856841290,6.0298073167,2.3869624740,1
752,1252,21.5451225121,12.3893620229,3.7032577592,4.6850478160,1
753,1253,21.5676936666,12.4119331775,8.6918481479,0.8976625777,0
754,1254,21.5752386803,12.4194781912,4.9657757317,2.5071503578,1
755,1255,21.6095244449,12.4537639558,0.7195218076,8.7429239700,0
756,1256,21.6276086757,12.4718481866,2.8865427192,1.6638751609,0
757,1257,21.6407108851,12.4849503959,7.3421305949,8.1721523255,0
758,1258,21.6699761847,12.5142156956,7.1143902658,9.2123776326,0
759,1259,21.6853003456,12.5295398565,8.7217118822,7.8795577297,0
760,1260,21.6906933513,12.5349328621,7.0132777271,3.8361130501,0
761,1261,21.7136944603,12.5579339712,0.1723981484,4.3504241851,1
762,1262,21.7675237661,12.6117632769,2.1682842491,9.7662949535,0
763,1263,21.7882098076,12.6324493185,1.3940704329,1.7122123452,0
764,1264,21.8076155846,12.6518550955,9.7931890947,0.5688886501,0
765,1265,21.8296159311,12.6738554419,4.2624026613,9.2448855562,1
766,1266,21.8473459429,12.6915854537,5.8217013742,4.0516040051,1
767,1267,21.8501360861,12.6943755970,8.4537282706,1.9224274910,0
768,1268,21.8501384381,12.6943779490,0.4151560800,7.6204950482,0
769,1269,21.8596774815,12.7039169924,8.7261534606,2.8248606540,0
770,1270,21.8662208376,12.7104603485,6.8145517699,1.0786654688,0
771,1271,21.8727537632,12.7169932741,8.4988612085,6.0776924316,0
772,1272,21.8796466867,12.7238861976,1.9727901303,7.4136601566,0
773,1273,21.8818856957,12.7261252066,9.7933620746,7.3843811793,0
774,1274,21.8992016141,12.7434411250,5.1123024430,5.5914649893,1
775,1275,21.9025644115,12.7468039224,8.2820831331,5.1728621735,0
776,1276,21.9345146938,12.7787542047,5.7797749430,7.2889735570,1
777,1277,21.9424891564,12.7867286672,9.9402829350,8.9918533548,0
778,1278,21.9554833598,12.7997228706,8.0901754327,2.7138024736,0
779,1279,21.9831216272,12.8273611381,5.1269439517,7.5444114825,1
780,1280,22.0039702689,12.8482097798,1.5635999153,6.1609961825,1
781,1281,22.0140309012,12.8582704121,5.5856320799,4.2541147195,1
782,1282,22.0191423097,12.8633818206,7.4984666235,6.5414093736,0
783,1283,22.0205571469,12.8647966578,5.7792714916,3.2553136900,1
784,1284,22.0250109251,12.8692504360,1.7026211636,7.5864271907,0
785,1285,22.0311182259,12.8753577367,6.9371331950,1.7003688354,0
786,1286,22.0341877440,12.8784272549,5.7421051021,9.5692693835,1
787,1287,22.0436590489,12.8878985598,0.1375487622,1.5645419506,0
788,1288,22.0487241551,12.8929636659,1.0603981456,8.9205085699,0
789,1289,22.0809951182,12.9252346291,7.9744069800,1.4202112737,0
790,1290,22.1029444741,12.9471839850,5.6864042048,3.2381036768,1
791,1291,22.1082216407,12.9524611515,1.2508966552,2.2458965044,0
792,1292,22.1128998339,12.9571393447,3.9981989795,0.2622682784,1
793,1293,22.1291734514,12.9734129622,7.1769714110,4.9171270536,0
794,1294,22.1310042120,12.9752437228,9.8665780994,8.6027264642,0
795,1295,22.1421534798,12.9863929906,3.9837359641,9.0716530504,1
796,1296,22.1622072207,13.0064467316,8.2636483953,5.3739269220,0
797,1297,22.1894785758,13.0337180867,9.3945779033,0.2252941781,0
798,1298,22.2032584276,13.0474979384,9.6917612141,3.3853080604,0
799,1299,22.2123841557,13.0566236666,8.1624830365,3.6815226467,0
800,1300,22.2284350431,13.0726745540,5.0253829742,3.0432802166,1
801,1301,22.2712893298,13.1155288407,4.7851632966,5.3723488286,1
802,1302,22.3061606711,13.1504001820,0.0273342768,5.0452903396,1
803,1303,22.3075069964,13.1517465073,5.6572267117,0.8100333497,1
804,1304,22.3126410350,13.1568805459,9.7987902636,0.6779639556,0
805,1305,22.3192283291,13.1634678400,2.0000807215,0.6446559123,0
806,1306,22.3744399589,13.2186794697,4.1436943551,5.1917900212,1
807,1307,22.3825008355,13.2267403464,7.0915414650,3.3425888276,0
808,1308,22.3865807759,13.2308202868,4.5820524237,7.7829120918,1
809,1309,22.3972469460,13.2414864568,9.6767069337,7.3679085229,0
810,1310,22.4032491162,13.2474886271,3.0486675583,9.0168266158,0
811,1311,22.4132622508,13.2575017617,7.3847055142,4.9432290363,0
812,1312,22.4311281776,13.2753676885,4.8813870333,0.2481086910,1
813,1313,22.4539131011,13.2981526119,6.9897409096,3.8293648855,0
814,1314,22.4597671022,13.3040066131,2.6934937551,1.2612164803,0
815,1315,22.4785397485,13.3227792594,1.5600122124,1.2808672335,0
816,1316,22.4842169640,13.3284564749,6.5821689241,0.1438078107,1
817,1317,22.4881912669,13.3324307778,3.4558464263,6.0397722576,1
818,1318,22.5010024634,13.3452419742,5.2753462895,6.7738003934,1
819,1319,22.5077574830,13.3519969938,6.0808053779,5.2217563190,1
820,1320,22.5147276026,13.3589671135,1.0447311608,9.8903848877,0
821,1321,22.5193692378,13.3636087486,4.8600699944,1.8565600673,1
822,1322,22.5953050574,13.4395445683,1.4140107287,0.9782070870,0
823,1323,22.5998759030,13.4441154139,4.0873146088,4.5813352499,1
824,1324,22.6023872728,13.4466267836,2.0005681806,2.6473620109,0
825,1325,22.6159509426,13.4601904535,3.5069554317,0.8460568151,1
826,1326,22.6201179321,13.4643574430,6.3207975062,1.8801110767,1
827,1327,22.6348877950,13.4791273059,3.5662048500,1.7306048447,1
828,1328,22.6817335672,13.5259730781,6.9277273414,6.4885696333,0
829,1329,22.6861819552,13.5304214661,9.4131601789,5.2593816698,0
830,1330,22.6869443953,13.5311839061,4.4536746253,6.3153578683,1
831,1331,22.7048857586,13.5491252694,2.9605828369,5.8320432592,1
832,1332,22.7193044360,13.5635439469,1.6966744204,7.0141997477,0
833,1333,22.7505114544,13.5947509652,8.4016836844,6.1958885311,0
834,1334,22.7618197706,13.6060592814,7.0152512834,0.5932296249,0
835,1335,22.7696980513,13.6139375622,3.3415262250,9.2392409685,1
836,1336,22.7905939161,13.6348334270,2.7273052683,2.1512478587,0
837,1337,22.7968506101,13.6410901210,2.5496916403,6.6109204575,1
838,1338,22.8042675036,13.6485070145,0.4401445325,3.6410952487,1
839,1339,22.8089981718,13.6532376827,3.0354198318,4.2394817040,1
840,1340,22.8629575697,13.7071970805,7.2823960037,6.7162445804,0
841,1341,22.8918727614,13.7361122723,4.7113081430,9.2810444190,1
842,1342,22.8961675063,13.7404070172,5.4847638399,7.5149682107,1
843,1343,22.9022792102,13.7465187211,5.0774616908,5.0132532723,1
844,1344,22.9059484123,13.7501879231,6.5826473073,3.0376119424,1
845,1345,22.9317726841,13.7760121949,4.4906610998,4.6598416269,1
846,1346,22.9656916712,13.8099311821,9.3051659128,7.1097405195,0
847,1347,22.9713429188,13.8155824297,5.7002007057,5.5440712081,1
848,1348,22.9776077994,13.8218473103,1.9297665710,0.2821803719,0
849,1349,22.9933806387,13.8376201496,0.2896896482,5.6154699352,1
850,1350,23.0242498989,13.8684894098,8.4560422487,6.0002490609,0
851,1351,23.0316887853,13.8759282962,4.9623733297,0.9624348575,1
852,1352,23.0409373301,13.8851768410,5.3717695854,0.6587638514,1
853,1353,23.0531603200,13.8973998308,8.5267952988,1.9371140665,0
854,1354,23.0613472839,13.9055867947,1.9804639879,0.8111713982,0
855,1355,23.0616183519,13.9058578628,7.4687385832,3.0538024045,0
856,1356,23.0616950809,13.9059345918,5.2211483251,4.2394900709,1
857,1357,23.0848668459,13.9291063568,8.1054535402,5.9065454890,0
858,1358,23.0909587477,13.9351982585,2.9244781264,1.3411539065,0
859,1359,23.0955702710,13.9398097819,8.1642681519,6.5826915822,0
860,1360,23.0981660455,13.9424055564,7.3334601629,4.3498961011,0
861,1361,23.1040525987,13.9482921096,3.2855114553,0.9715216988,0
862,1362,23.1243046694,13.9685441803,2.0586871548,8.9154349207,0
863,1363,23.1367744202,13.9810139310,7.8734350350,3.5155200667,0
864,1364,23.1444966446,13.9887361555,1.8682028609,8.7271564602,0
865,1365,23.1573898788,14.0016293897,6.8108879595,6.3634281799,0
866,1366,23.1968289637,14.0410684746,8.0538306147,0.9445130853,0
867,1367,23.1976203480,14.0418598589,3.6711689036,0.0058458082,1
868,1368,23.2157796184,14.0600191293,6.5382452210,4.4631005971,1
869,1369,23.2186740003,14.0629135112,2.1952882805,5.8284424008,1
870,1370,23.2332771296,14.0775166404,9.3132051691,3.2358840781,0
871,1371,23.2507798390,14.0950193499,3.9346967594,4.5240562525,1
872,1372,23.2551335042,14.0993730151,5.5362359733,3.8311667655,1
873,1373,23.2678769784,14.1121164892,9.0237479417,3.8562296894,0
874,1374,23.2740113946,14.1182509054,8.4780640536,9.0486699537,0
875,1375,23.2773609073,14.1216004182,2.3454130809,4.8555546165,1
876,1376,23.2804585342,14.1246980451,0.9683016975,7.9956376405,0
877,1377,23.2860619491,14.1303014599,6.7841111494,9.6881525038,0
878,1378,23.2906447452,14.1348842561,5.0517581090,7.4707294466,1
879,1379,23.3099136691,14.1541531799,6.2956817150,0.0282565563,1
880,1380,23.3142323597,14.1584718706,4.2642676720,3.6280061641,1
881,1381,23.3504147832,14.1946542941,1.0985165732,6.9638623739,0
882,1382,23.3507106331,14.1949501439,1.5580788482,5.9788300876,1
883,1383,23.3774011815,14.2216406924,3.6255319098,4.3051873511,1
